flight_date,flight_datetime,flight_phase,flight_number,departure,destination,ALTITUDE_STANDARD,flight_phase_name
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36003,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36004,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36003,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36003,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35995,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:07,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36003,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36003,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36004,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:08,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35995,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35995,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36003,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35995,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36003,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35995,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:09,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36003,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36003,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36003,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36003,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:10,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35997,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:11,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36004,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36002,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,35996,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,35995,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36001,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,35998,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,36000,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,35999,Cruise
11/23/2001,11/23/2001 7:12,3,TEST0996,ABCD,UVWL,35999,Cruise
